state,action,reward,next_state,done
"[ 0.11768776  0.87928502  1.          1.         17.          0.
  2.         -0.70420055  0.79926392 -1.01613007  1.        ]",17.0,0.49193496351272803,"[1.17687757e-01 8.79285018e-01 2.00000000e+00 2.00000000e+00
 3.80000000e+01 1.00000000e+00 3.00000000e+00 6.75406885e-03
 1.66383151e+00 9.84125976e-01 2.00000000e+00]",0
"[1.17687757e-01 8.79285018e-01 2.00000000e+00 2.00000000e+00
 3.80000000e+01 1.00000000e+00 3.00000000e+00 6.75406885e-03
 1.66383151e+00 9.84125976e-01 2.00000000e+00]",38.0,2.4920629880939718,"[ 1.17687757e-01 -1.04559462e+00  0.00000000e+00  0.00000000e+00
  2.90000000e+01  0.00000000e+00  2.00000000e+00  6.75406885e-03
  1.61900208e+00  9.84125976e-01  0.00000000e+00]",0
"[ 1.17687757e-01 -1.04559462e+00  0.00000000e+00  0.00000000e+00
  2.90000000e+01  0.00000000e+00  2.00000000e+00  6.75406885e-03
  1.61900208e+00  9.84125976e-01  0.00000000e+00]",29.0,0.492062988093972,"[ 0.11768776 -0.27564276  1.          2.         18.          1.
  0.         -0.70420055 -0.07811208  0.98412598  0.        ]",0
"[ 0.11768776 -0.27564276  1.          2.         18.          1.
  0.         -0.70420055 -0.07811208  0.98412598  0.        ]",18.0,0.492062988093972,"[ 0.11768776  1.26426095  0.          0.         33.          3.
  1.          1.4286633   0.81207233 -1.01613007  1.        ]",0
"[ 0.11768776  1.26426095  0.          0.         33.          3.
  1.          1.4286633   0.81207233 -1.01613007  1.        ]",33.0,0.49193496351272803,"[ 0.11768776  1.07177298  2.          0.         41.          3.
  1.          1.4286633   1.5037264   0.98412598  2.        ]",0
"[ 0.11768776  1.07177298  2.          0.         41.          3.
  1.          1.4286633   1.5037264   0.98412598  2.        ]",41.0,2.4920629880939718,"[ 0.11768776  1.26426095  0.          2.          0.          3.
  3.         -0.70420055 -0.28304662 -1.01613007  1.        ]",0
"[ 0.11768776  1.26426095  0.          2.          0.          3.
  3.         -0.70420055 -0.28304662 -1.01613007  1.        ]",0.0,0.49193496351272803,"[ 0.11768776  1.26426095  0.          2.          0.          3.
  3.         -0.70420055 -0.28304662 -1.01613007  1.        ]",1
"[ 0.13491246  1.07177298  2.          2.         49.          2.
  0.          1.4286633  -1.51905807 -1.01613007  1.        ]",49.0,0.49193496351272803,"[ 0.13491246 -0.27564276  0.          2.         40.          1.
  0.          0.71770868 -1.67275897  0.98412598  0.        ]",0
"[ 0.13491246 -0.27564276  0.          2.         40.          1.
  0.          0.71770868 -1.67275897  0.98412598  0.        ]",40.0,0.492062988093972,"[ 0.13491246 -0.85310666  2.          1.         25.          3.
  2.          1.4286633   0.82488074  0.98412598  2.        ]",0
"[ 0.13491246 -0.85310666  2.          1.         25.          3.
  2.          1.4286633   0.82488074  0.98412598  2.        ]",25.0,2.4920629880939718,"[ 0.13491246  0.68679705  2.          0.          9.          2.
  3.         -0.70420055  0.49186211 -1.01613007  1.        ]",0
"[ 0.13491246  0.68679705  2.          0.          9.          2.
  3.         -0.70420055  0.49186211 -1.01613007  1.        ]",9.0,0.49193496351272803,"[ 0.13491246 -1.23808258  0.          2.         27.          0.
  0.         -0.70420055 -0.44955594 -1.01613007  1.        ]",0
"[ 0.13491246 -1.23808258  0.          2.         27.          0.
  0.         -0.70420055 -0.44955594 -1.01613007  1.        ]",27.0,0.49193496351272803,"[ 0.13491246 -0.66061869  0.          0.         23.          0.
  1.         -1.41515516 -1.55107909  0.98412598  2.        ]",0
"[ 0.13491246 -0.66061869  0.          0.         23.          0.
  1.         -1.41515516 -1.55107909  0.98412598  2.        ]",23.0,2.4920629880939718,"[ 0.13491246  0.87928502  2.          1.         28.          4.
  0.          1.4286633  -0.28304662 -1.01613007  1.        ]",0
"[ 0.13491246  0.87928502  2.          1.         28.          4.
  0.          1.4286633  -0.28304662 -1.01613007  1.        ]",28.0,0.49193496351272803,"[ 1.34912456e-01 -1.62305851e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+01  4.00000000e+00  3.00000000e+00  6.75406885e-03
 -4.62364344e-01  9.84125976e-01  2.00000000e+00]",0
"[ 1.34912456e-01 -1.62305851e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+01  4.00000000e+00  3.00000000e+00  6.75406885e-03
 -4.62364344e-01  9.84125976e-01  2.00000000e+00]",20.0,2.4920629880939718,"[ 0.13491246 -0.27564276  2.          1.         30.          3.
  2.         -1.41515516 -1.58310011  0.98412598  2.        ]",0
"[ 0.13491246 -0.27564276  2.          1.         30.          3.
  2.         -1.41515516 -1.58310011  0.98412598  2.        ]",30.0,2.4920629880939718,"[ 0.13491246  0.68679705  2.          1.         17.          3.
  3.          0.71770868  1.25396243 -1.01613007  1.        ]",0
"[ 0.13491246  0.68679705  2.          1.         17.          3.
  3.          0.71770868  1.25396243 -1.01613007  1.        ]",17.0,0.49193496351272803,"[ 0.13491246  0.68679705  2.          1.         17.          3.
  3.          0.71770868  1.25396243 -1.01613007  1.        ]",1
"[ 0.15213716  1.07177298  1.          2.         47.          1.
  1.          1.4286633   0.72241347  0.98412598  2.        ]",47.0,2.4920629880939718,"[ 0.15213716 -0.85310666  2.          0.         31.          4.
  0.          1.4286633  -0.68010729 -1.01613007  1.        ]",0
"[ 0.15213716 -0.85310666  2.          0.         31.          4.
  0.          1.4286633  -0.68010729 -1.01613007  1.        ]",31.0,0.49193496351272803,"[ 1.52137156e-01  1.64923687e+00  1.00000000e+00  2.00000000e+00
  2.10000000e+01  2.00000000e+00  0.00000000e+00  6.75406885e-03
  1.20418255e-01 -1.01613007e+00  1.00000000e+00]",0
"[ 1.52137156e-01  1.64923687e+00  1.00000000e+00  2.00000000e+00
  2.10000000e+01  2.00000000e+00  0.00000000e+00  6.75406885e-03
  1.20418255e-01 -1.01613007e+00  1.00000000e+00]",21.0,0.49193496351272803,"[ 0.15213716  1.07177298  0.          2.         38.          4.
  2.         -0.70420055  1.60619367  0.98412598  2.        ]",0
"[ 0.15213716  1.07177298  0.          2.         38.          4.
  2.         -0.70420055  1.60619367  0.98412598  2.        ]",38.0,2.4920629880939718,"[ 1.52137156e-01  1.45674891e+00  1.00000000e+00  0.00000000e+00
  3.90000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
 -5.90448431e-01  9.84125976e-01  2.00000000e+00]",0
"[ 1.52137156e-01  1.45674891e+00  1.00000000e+00  0.00000000e+00
  3.90000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
 -5.90448431e-01  9.84125976e-01  2.00000000e+00]",39.0,2.4920629880939718,"[ 0.15213716 -1.23808258  1.          1.         38.          2.
  3.          1.4286633   0.78005131  0.98412598  2.        ]",0
"[ 0.15213716 -1.23808258  1.          1.         38.          2.
  3.          1.4286633   0.78005131  0.98412598  2.        ]",38.0,2.4920629880939718,"[ 0.15213716 -0.46813073  0.          1.         14.          4.
  3.         -1.41515516  1.33081288 -1.01613007  1.        ]",0
"[ 0.15213716 -0.46813073  0.          1.         14.          4.
  3.         -1.41515516  1.33081288 -1.01613007  1.        ]",14.0,0.49193496351272803,"[ 0.15213716  0.68679705  1.          0.         27.          1.
  1.         -1.41515516  0.88251858  0.98412598  2.        ]",0
"[ 0.15213716  0.68679705  1.          0.         27.          1.
  1.         -1.41515516  0.88251858  0.98412598  2.        ]",27.0,2.4920629880939718,"[ 0.15213716  0.68679705  1.          1.         44.          4.
  3.         -1.41515516 -1.44861182  0.98412598  2.        ]",0
"[ 0.15213716  0.68679705  1.          1.         44.          4.
  3.         -1.41515516 -1.44861182  0.98412598  2.        ]",44.0,2.4920629880939718,"[ 0.15213716  0.49430909  2.          2.         48.          3.
  0.         -0.70420055 -0.96189229  0.98412598  2.        ]",0
"[ 0.15213716  0.49430909  2.          2.         48.          3.
  0.         -0.70420055 -0.96189229  0.98412598  2.        ]",48.0,2.4920629880939718,"[ 0.15213716  1.26426095  2.          2.         27.          0.
  3.         -0.70420055  0.39579904 -1.01613007  1.        ]",0
"[ 0.15213716  1.26426095  2.          2.         27.          0.
  3.         -0.70420055  0.39579904 -1.01613007  1.        ]",27.0,0.49193496351272803,"[ 0.15213716  0.49430909  2.          0.         47.          4.
  0.          1.4286633  -1.05795535 -1.01613007  1.        ]",0
"[ 0.15213716  0.49430909  2.          0.         47.          4.
  0.          1.4286633  -1.05795535 -1.01613007  1.        ]",47.0,0.49193496351272803,"[ 0.15213716  0.68679705  1.          2.         12.          3.
  0.         -1.41515516 -1.02593433  0.98412598  0.        ]",0
"[ 0.15213716  0.68679705  1.          2.         12.          3.
  0.         -1.41515516 -1.02593433  0.98412598  0.        ]",12.0,0.492062988093972,"[ 0.15213716  0.68679705  1.          2.         12.          3.
  0.         -1.41515516 -1.02593433  0.98412598  0.        ]",1
"[ 0.16936185 -0.0831548   1.          1.         27.          0.
  1.         -0.70420055  0.67117983  0.98412598  0.        ]",27.0,0.492062988093972,"[ 0.16936185 -1.04559462  2.          0.         16.          3.
  1.          1.4286633  -1.67275897 -1.01613007  1.        ]",0
"[ 0.16936185 -1.04559462  2.          0.         16.          3.
  1.          1.4286633  -1.67275897 -1.01613007  1.        ]",16.0,0.49193496351272803,"[1.69361855e-01 6.86797054e-01 2.00000000e+00 0.00000000e+00
 1.80000000e+01 0.00000000e+00 1.00000000e+00 6.75406885e-03
 4.72649496e-01 9.84125976e-01 2.00000000e+00]",0
"[1.69361855e-01 6.86797054e-01 2.00000000e+00 0.00000000e+00
 1.80000000e+01 0.00000000e+00 1.00000000e+00 6.75406885e-03
 4.72649496e-01 9.84125976e-01 2.00000000e+00]",18.0,2.4920629880939718,"[ 0.16936185 -1.62305851  1.          0.          8.          1.
  1.          0.71770868  1.23474982  0.98412598  2.        ]",0
"[ 0.16936185 -1.62305851  1.          0.          8.          1.
  1.          0.71770868  1.23474982  0.98412598  2.        ]",8.0,2.4920629880939718,"[ 0.16936185  1.26426095  0.          1.         32.          4.
  0.         -1.41515516 -1.10278478 -1.01613007  1.        ]",0
"[ 0.16936185  1.26426095  0.          1.         32.          4.
  0.         -1.41515516 -1.10278478 -1.01613007  1.        ]",32.0,0.49193496351272803,"[ 0.16936185 -0.85310666  0.          1.         17.          2.
  2.         -1.41515516 -0.85302081 -1.01613007  1.        ]",0
"[ 0.16936185 -0.85310666  0.          1.         17.          2.
  2.         -1.41515516 -0.85302081 -1.01613007  1.        ]",17.0,0.49193496351272803,"[ 0.16936185 -0.85310666  0.          1.         17.          2.
  2.         -1.41515516 -0.85302081 -1.01613007  1.        ]",1
"[ 0.18658655  0.10933316  0.          0.          7.          4.
  3.         -1.41515516  1.15149516  0.98412598  0.        ]",7.0,0.492062988093972,"[ 0.18658655 -0.85310666  0.          1.         37.          4.
  3.          1.4286633   1.05543209 -1.01613007  1.        ]",0
"[ 0.18658655 -0.85310666  0.          1.         37.          4.
  3.          1.4286633   1.05543209 -1.01613007  1.        ]",37.0,0.49193496351272803,"[ 0.18658655 -0.46813073  2.          0.         15.          1.
  1.         -1.41515516 -0.62887366  0.98412598  2.        ]",0
"[ 0.18658655 -0.46813073  2.          0.         15.          1.
  1.         -1.41515516 -0.62887366  0.98412598  2.        ]",15.0,2.4920629880939718,"[ 0.18658655 -0.66061869  1.          0.         47.          3.
  2.          0.71770868 -0.49438537  0.98412598  2.        ]",0
"[ 0.18658655 -0.66061869  1.          0.         47.          3.
  2.          0.71770868 -0.49438537  0.98412598  2.        ]",47.0,2.4920629880939718,"[ 0.18658655 -0.0831548   0.          0.         25.          0.
  2.          0.71770868 -0.27023821 -1.01613007  1.        ]",0
"[ 0.18658655 -0.0831548   0.          0.         25.          0.
  2.          0.71770868 -0.27023821 -1.01613007  1.        ]",25.0,0.49193496351272803,"[ 0.18658655 -1.43057055  0.          2.         37.          4.
  3.         -1.41515516 -0.31506764 -1.01613007  1.        ]",0
"[ 0.18658655 -1.43057055  0.          2.         37.          4.
  3.         -1.41515516 -0.31506764 -1.01613007  1.        ]",37.0,0.49193496351272803,"[ 0.18658655 -0.27564276  2.          0.         30.          3.
  2.          1.4286633   1.27957925  0.98412598  2.        ]",0
"[ 0.18658655 -0.27564276  2.          0.         30.          3.
  2.          1.4286633   1.27957925  0.98412598  2.        ]",30.0,2.4920629880939718,"[ 0.18658655 -1.23808258  1.          1.          2.          3.
  0.         -1.41515516  1.09385732  0.98412598  0.        ]",0
"[ 0.18658655 -1.23808258  1.          1.          2.          3.
  0.         -1.41515516  1.09385732  0.98412598  0.        ]",2.0,0.492062988093972,"[ 0.18658655 -1.23808258  2.          2.         38.          2.
  0.         -1.41515516 -1.48063284  0.98412598  0.        ]",0
"[ 0.18658655 -1.23808258  2.          2.         38.          2.
  0.         -1.41515516 -1.48063284  0.98412598  0.        ]",38.0,0.492062988093972,"[ 0.18658655  0.49430909  2.          1.         17.          1.
  2.          1.4286633  -1.2821025  -1.01613007  1.        ]",0
"[ 0.18658655  0.49430909  2.          1.         17.          1.
  2.          1.4286633  -1.2821025  -1.01613007  1.        ]",17.0,0.49193496351272803,"[ 0.18658655 -0.27564276  0.          0.          8.          2.
  0.          1.4286633  -1.07716796 -1.01613007  1.        ]",0
"[ 0.18658655 -0.27564276  0.          0.          8.          2.
  0.          1.4286633  -1.07716796 -1.01613007  1.        ]",8.0,0.49193496351272803,"[ 0.18658655  1.07177298  2.          0.         24.          4.
  1.          1.4286633   1.5037264   0.98412598  2.        ]",0
"[ 0.18658655  1.07177298  2.          0.         24.          4.
  1.          1.4286633   1.5037264   0.98412598  2.        ]",24.0,2.4920629880939718,"[ 0.18658655  0.30182113  1.          0.          0.          4.
  2.         -0.70420055 -1.25008148 -1.01613007  1.        ]",0
"[ 0.18658655  0.30182113  1.          0.          0.          4.
  2.         -0.70420055 -1.25008148 -1.01613007  1.        ]",0.0,0.49193496351272803,"[ 0.18658655  0.30182113  1.          0.          0.          4.
  2.         -0.70420055 -1.25008148 -1.01613007  1.        ]",1
"[ 0.20381125 -1.43057055  2.          0.         39.          3.
  3.         -1.41515516 -1.46142023 -1.01613007  1.        ]",39.0,0.49193496351272803,"[ 2.03811253e-01 -1.43057055e+00  0.00000000e+00  2.00000000e+00
  1.80000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.25008148e+00 -1.01613007e+00  1.00000000e+00]",0
"[ 2.03811253e-01 -1.43057055e+00  0.00000000e+00  2.00000000e+00
  1.80000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.25008148e+00 -1.01613007e+00  1.00000000e+00]",18.0,0.49193496351272803,"[ 2.03811253e-01 -2.75642764e-01  2.00000000e+00  2.00000000e+00
  2.10000000e+01  1.00000000e+00  0.00000000e+00  6.75406885e-03
 -1.16682683e+00  9.84125976e-01  0.00000000e+00]",0
"[ 2.03811253e-01 -2.75642764e-01  2.00000000e+00  2.00000000e+00
  2.10000000e+01  1.00000000e+00  0.00000000e+00  6.75406885e-03
 -1.16682683e+00  9.84125976e-01  0.00000000e+00]",21.0,0.492062988093972,"[ 0.20381125 -1.04559462  1.          0.         11.          0.
  2.          1.4286633   1.70225674 -1.01613007  1.        ]",0
"[ 0.20381125 -1.04559462  1.          0.         11.          0.
  2.          1.4286633   1.70225674 -1.01613007  1.        ]",11.0,0.49193496351272803,"[ 0.20381125 -0.27564276  0.          2.         21.          0.
  2.          1.4286633  -1.28850671  0.98412598  2.        ]",0
"[ 0.20381125 -0.27564276  0.          2.         21.          0.
  2.          1.4286633  -1.28850671  0.98412598  2.        ]",21.0,2.4920629880939718,"[ 0.20381125 -1.62305851  1.          0.         10.          3.
  1.          1.4286633  -0.41113071 -1.01613007  1.        ]",0
"[ 0.20381125 -1.62305851  1.          0.         10.          3.
  1.          1.4286633  -0.41113071 -1.01613007  1.        ]",10.0,0.49193496351272803,"[ 0.20381125 -1.62305851  1.          0.         10.          3.
  1.          1.4286633  -0.41113071 -1.01613007  1.        ]",1
"[ 0.22103595 -0.0831548   0.          2.         46.          1.
  1.         -0.70420055  0.69679665 -1.01613007  1.        ]",46.0,0.49193496351272803,"[ 0.22103595  1.07177298  1.          0.         23.          4.
  1.         -0.70420055 -0.13574992 -1.01613007  1.        ]",0
"[ 0.22103595  1.07177298  1.          0.         23.          4.
  1.         -0.70420055 -0.13574992 -1.01613007  1.        ]",23.0,0.49193496351272803,"[ 0.22103595  0.30182113  0.          0.          2.          4.
  0.         -0.70420055 -0.18698356  0.98412598  0.        ]",0
"[ 0.22103595  0.30182113  0.          0.          2.          4.
  0.         -0.70420055 -0.18698356  0.98412598  0.        ]",2.0,0.492062988093972,"[ 2.21035952e-01 -1.23808258e+00  0.00000000e+00  0.00000000e+00
  4.70000000e+01  2.00000000e+00  1.00000000e+00  6.75406885e-03
  3.82990635e-01  9.84125976e-01  0.00000000e+00]",0
"[ 2.21035952e-01 -1.23808258e+00  0.00000000e+00  0.00000000e+00
  4.70000000e+01  2.00000000e+00  1.00000000e+00  6.75406885e-03
  3.82990635e-01  9.84125976e-01  0.00000000e+00]",47.0,0.492062988093972,"[ 0.22103595  1.26426095  2.          2.          1.          4.
  0.          0.71770868 -1.26288989  0.98412598  2.        ]",0
"[ 0.22103595  1.26426095  2.          2.          1.          4.
  0.          0.71770868 -1.26288989  0.98412598  2.        ]",1.0,2.4920629880939718,"[ 0.22103595  1.45674891  1.          1.         17.          4.
  1.         -1.41515516 -1.60231272 -1.01613007  1.        ]",0
"[ 0.22103595  1.45674891  1.          1.         17.          4.
  1.         -1.41515516 -1.60231272 -1.01613007  1.        ]",17.0,0.49193496351272803,"[ 2.21035952e-01  1.07177298e+00  2.00000000e+00  2.00000000e+00
  3.10000000e+01  2.00000000e+00  2.00000000e+00  6.75406885e-03
  2.35693934e-01 -1.01613007e+00  1.00000000e+00]",0
"[ 2.21035952e-01  1.07177298e+00  2.00000000e+00  2.00000000e+00
  3.10000000e+01  2.00000000e+00  2.00000000e+00  6.75406885e-03
  2.35693934e-01 -1.01613007e+00  1.00000000e+00]",31.0,0.49193496351272803,"[ 0.22103595  1.26426095  0.          2.         24.          3.
  2.          1.4286633  -0.34708866  0.98412598  0.        ]",0
"[ 0.22103595  1.26426095  0.          2.         24.          3.
  2.          1.4286633  -0.34708866  0.98412598  0.        ]",24.0,0.492062988093972,"[ 0.22103595 -1.04559462  2.          0.         24.          2.
  3.          0.71770868 -0.73774513  0.98412598  2.        ]",0
"[ 0.22103595 -1.04559462  2.          0.         24.          2.
  3.          0.71770868 -0.73774513  0.98412598  2.        ]",24.0,2.4920629880939718,"[ 0.22103595 -1.23808258  2.          2.          7.          3.
  0.         -0.70420055  0.0371636   0.98412598  2.        ]",0
"[ 0.22103595 -1.23808258  2.          2.          7.          3.
  0.         -0.70420055  0.0371636   0.98412598  2.        ]",7.0,2.4920629880939718,"[ 0.22103595 -1.43057055  2.          2.         15.          1.
  3.         -0.70420055  1.31800447 -1.01613007  1.        ]",0
"[ 0.22103595 -1.43057055  2.          2.         15.          1.
  3.         -0.70420055  1.31800447 -1.01613007  1.        ]",15.0,0.49193496351272803,"[ 0.22103595  0.30182113  1.          2.         32.          3.
  2.          0.71770868  0.31894859 -1.01613007  1.        ]",0
"[ 0.22103595  0.30182113  1.          2.         32.          3.
  2.          0.71770868  0.31894859 -1.01613007  1.        ]",32.0,0.49193496351272803,"[ 0.22103595  1.07177298  2.          2.          7.          2.
  1.          0.71770868 -0.89785024 -1.01613007  1.        ]",0
"[ 0.22103595  1.07177298  2.          2.          7.          2.
  1.          0.71770868 -0.89785024 -1.01613007  1.        ]",7.0,0.49193496351272803,"[ 0.22103595  1.07177298  0.          0.         44.          2.
  0.         -1.41515516 -1.35254875  0.98412598  2.        ]",0
"[ 0.22103595  1.07177298  0.          0.         44.          2.
  0.         -1.41515516 -1.35254875  0.98412598  2.        ]",44.0,2.4920629880939718,"[ 0.22103595 -0.27564276  0.          2.         12.          0.
  1.          0.71770868  1.09385732 -1.01613007  1.        ]",0
"[ 0.22103595 -0.27564276  0.          2.         12.          0.
  1.          0.71770868  1.09385732 -1.01613007  1.        ]",12.0,0.49193496351272803,"[ 2.21035952e-01 -6.60618691e-01  1.00000000e+00  2.00000000e+00
  3.10000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
  1.22194141e+00 -1.01613007e+00  1.00000000e+00]",0
"[ 2.21035952e-01 -6.60618691e-01  1.00000000e+00  2.00000000e+00
  3.10000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
  1.22194141e+00 -1.01613007e+00  1.00000000e+00]",31.0,0.49193496351272803,"[ 0.22103595 -0.0831548   2.          0.         41.          3.
  0.          0.71770868  0.11401405  0.98412598  0.        ]",0
"[ 0.22103595 -0.0831548   2.          0.         41.          3.
  0.          0.71770868  0.11401405  0.98412598  0.        ]",41.0,0.492062988093972,"[ 0.22103595 -0.0831548   2.          0.         41.          3.
  0.          0.71770868  0.11401405  0.98412598  0.        ]",1
"[ 0.23826065 -1.62305851  0.          2.         24.          1.
  2.         -0.70420055 -0.87223342 -1.01613007  1.        ]",24.0,0.49193496351272803,"[ 0.23826065  0.68679705  0.          0.         16.          0.
  3.          1.4286633  -1.55748329  0.98412598  2.        ]",0
"[ 0.23826065  0.68679705  0.          0.         16.          0.
  3.          1.4286633  -1.55748329  0.98412598  2.        ]",16.0,2.4920629880939718,"[ 0.23826065 -1.62305851  2.          0.         18.          3.
  2.          0.71770868 -1.08357217  0.98412598  2.        ]",0
"[ 0.23826065 -1.62305851  2.          0.         18.          3.
  2.          0.71770868 -1.08357217  0.98412598  2.        ]",18.0,2.4920629880939718,"[0.23826065 0.49430909 2.         1.         1.         4.
 1.         1.4286633  1.0682405  0.98412598 2.        ]",0
"[0.23826065 0.49430909 2.         1.         1.         4.
 1.         1.4286633  1.0682405  0.98412598 2.        ]",1.0,2.4920629880939718,"[ 0.23826065  1.07177298  0.          1.         43.          4.
  0.         -1.41515516 -0.75695775  0.98412598  2.        ]",0
"[ 0.23826065  1.07177298  0.          1.         43.          4.
  0.         -1.41515516 -0.75695775  0.98412598  2.        ]",43.0,2.4920629880939718,"[ 0.23826065  1.07177298  2.          1.         44.          4.
  3.         -1.41515516  1.33081288  0.98412598  2.        ]",0
"[ 0.23826065  1.07177298  2.          1.         44.          4.
  3.         -1.41515516  1.33081288  0.98412598  2.        ]",44.0,2.4920629880939718,"[ 0.23826065 -1.43057055  0.          0.         30.          1.
  1.         -0.70420055  1.74068196 -1.01613007  1.        ]",0
"[ 0.23826065 -1.43057055  0.          0.         30.          1.
  1.         -0.70420055  1.74068196 -1.01613007  1.        ]",30.0,0.49193496351272803,"[ 0.23826065 -1.43057055  0.          0.         30.          1.
  1.         -0.70420055  1.74068196 -1.01613007  1.        ]",1
"[ 0.25548535  0.30182113  2.          1.         19.          0.
  0.         -0.70420055  0.0371636  -1.01613007  1.        ]",19.0,0.49193496351272803,"[ 0.25548535  1.45674891  2.          2.          4.          1.
  3.         -0.70420055  1.16430357  0.98412598  0.        ]",0
"[ 0.25548535  1.45674891  2.          2.          4.          1.
  3.         -0.70420055  1.16430357  0.98412598  0.        ]",4.0,0.492062988093972,"[ 0.25548535 -0.66061869  0.          2.         29.          3.
  0.          1.4286633  -1.15401842  0.98412598  2.        ]",0
"[ 0.25548535 -0.66061869  0.          2.         29.          3.
  0.          1.4286633  -1.15401842  0.98412598  2.        ]",29.0,2.4920629880939718,"[ 0.25548535  1.07177298  0.          2.          6.          4.
  1.         -1.41515516  0.4854579  -1.01613007  1.        ]",0
"[ 0.25548535  1.07177298  0.          2.          6.          4.
  1.         -1.41515516  0.4854579  -1.01613007  1.        ]",6.0,0.49193496351272803,"[ 0.25548535  0.30182113  0.          1.         10.          4.
  0.         -1.41515516 -0.67370309 -1.01613007  1.        ]",0
"[ 0.25548535  0.30182113  0.          1.         10.          4.
  0.         -1.41515516 -0.67370309 -1.01613007  1.        ]",10.0,0.49193496351272803,"[ 0.25548535  1.64923687  0.          1.          5.          3.
  3.          1.4286633  -0.12294151  0.98412598  2.        ]",0
"[ 0.25548535  1.64923687  0.          1.          5.          3.
  3.          1.4286633  -0.12294151  0.98412598  2.        ]",5.0,2.4920629880939718,"[ 0.25548535  0.30182113  2.          1.         29.          3.
  1.         -1.41515516  1.58698106 -1.01613007  1.        ]",0
"[ 0.25548535  0.30182113  2.          1.         29.          3.
  1.         -1.41515516  1.58698106 -1.01613007  1.        ]",29.0,0.49193496351272803,"[ 0.25548535 -1.43057055  0.          1.         11.          4.
  3.         -0.70420055  0.86330596  0.98412598  2.        ]",0
"[ 0.25548535 -1.43057055  0.          1.         11.          4.
  3.         -0.70420055  0.86330596  0.98412598  2.        ]",11.0,2.4920629880939718,"[ 0.25548535 -1.62305851  0.          0.         16.          0.
  1.          0.71770868  0.17165189  0.98412598  2.        ]",0
"[ 0.25548535 -1.62305851  0.          0.         16.          0.
  1.          0.71770868  0.17165189  0.98412598  2.        ]",16.0,2.4920629880939718,"[0.25548535 0.30182113 0.         1.         5.         3.
 2.         1.4286633  1.33721709 0.98412598 2.        ]",0
"[0.25548535 0.30182113 0.         1.         5.         3.
 2.         1.4286633  1.33721709 0.98412598 2.        ]",5.0,2.4920629880939718,"[ 0.25548535  0.49430909  0.          1.         38.          4.
  3.          0.71770868 -0.44955594  0.98412598  2.        ]",0
"[ 0.25548535  0.49430909  0.          1.         38.          4.
  3.          0.71770868 -0.44955594  0.98412598  2.        ]",38.0,2.4920629880939718,"[ 0.25548535 -0.66061869  2.          0.         27.          4.
  2.          0.71770868 -0.79538297  0.98412598  2.        ]",0
"[ 0.25548535 -0.66061869  2.          0.         27.          4.
  2.          0.71770868 -0.79538297  0.98412598  2.        ]",27.0,2.4920629880939718,"[ 0.25548535  0.68679705  0.          2.         40.          0.
  0.         -1.41515516 -1.17963523  0.98412598  2.        ]",0
"[ 0.25548535  0.68679705  0.          2.         40.          0.
  0.         -1.41515516 -1.17963523  0.98412598  2.        ]",40.0,2.4920629880939718,"[ 0.25548535  0.49430909  0.          0.         40.          2.
  2.          0.71770868 -0.99391331  0.98412598  2.        ]",0
"[ 0.25548535  0.49430909  0.          0.         40.          2.
  2.          0.71770868 -0.99391331  0.98412598  2.        ]",40.0,2.4920629880939718,"[ 0.25548535  0.49430909  0.          0.         40.          2.
  2.          0.71770868 -0.99391331  0.98412598  2.        ]",1
"[ 0.27271005 -1.23808258  2.          0.         44.          4.
  3.         -0.70420055  0.71600926  0.98412598  2.        ]",44.0,2.4920629880939718,"[ 0.27271005  1.26426095  0.          2.          7.          4.
  1.         -1.41515516  0.56230836  0.98412598  2.        ]",0
"[ 0.27271005  1.26426095  0.          2.          7.          4.
  1.         -1.41515516  0.56230836  0.98412598  2.        ]",7.0,2.4920629880939718,"[ 0.27271005  1.07177298  2.          0.         19.          3.
  0.          0.71770868  0.29973598  0.98412598  2.        ]",0
"[ 0.27271005  1.07177298  2.          0.         19.          3.
  0.          0.71770868  0.29973598  0.98412598  2.        ]",19.0,2.4920629880939718,"[ 0.27271005 -1.23808258  2.          1.         25.          2.
  2.         -0.70420055 -0.08451629  0.98412598  2.        ]",0
"[ 0.27271005 -1.23808258  2.          1.         25.          2.
  2.         -0.70420055 -0.08451629  0.98412598  2.        ]",25.0,2.4920629880939718,"[ 0.27271005  0.68679705  1.          1.         18.          3.
  3.         -0.70420055 -0.1101331   0.98412598  0.        ]",0
"[ 0.27271005  0.68679705  1.          1.         18.          3.
  3.         -0.70420055 -0.1101331   0.98412598  0.        ]",18.0,0.492062988093972,"[2.72710050e-01 1.07177298e+00 0.00000000e+00 0.00000000e+00
 9.00000000e+00 2.00000000e+00 0.00000000e+00 6.75406885e-03
 9.46560620e-01 9.84125976e-01 0.00000000e+00]",0
